,date,num,start,end
481,2023-06-09 00:00:00,1,10:13:00,11:45:00
482,2023-06-12 00:00:00,1,10:20:00,10:50:00
483,2023-06-12 00:00:00,2,12:20:00,12:55:00
484,2023-06-13 00:00:00,1,11:40:00,13:15:00
485,2023-06-14 00:00:00,1,11:05:00,12:05:00
486,2023-06-15 00:00:00,1,09:15:00,11:15:00
487,2023-06-16 00:00:00,1,10:50:00,13:30:00
488,2023-06-20 00:00:00,1,12:15:00,13:30:00
489,2023-06-21 00:00:00,1,10:05:00,10:45:00
490,2023-06-21 00:00:00,2,11:20:00,12:00:00
491,2023-06-23 00:00:00,1,10:10:00,12:35:00
492,2023-06-26 00:00:00,1,10:45:00,12:30:00
493,2023-06-27 00:00:00,1,12:20:00,12:45:00
494,2023-06-28 00:00:00,1,10:00:00,10:35:00
495,2023-06-28 00:00:00,2,11:00:00,13:05:00
496,2023-06-29 00:00:00,1,10:40:00,11:15:00
497,2023-06-30 00:00:00,1,10:00:00,11:05:00
498,2023-06-30 00:00:00,2,11:50:00,13:10:00
499,2023-07-05 00:00:00,1,12:35:00,13:10:00
500,2023-07-06 00:00:00,1,10:30:00,13:20:00
501,2023-07-07 00:00:00,1,12:50:00,13:20:00
502,2023-07-10 00:00:00,1,12:25:00,13:15:00
503,2023-07-12 00:00:00,1,11:50:00,12:50:00
504,2023-07-14 00:00:00,1,10:05:00,11:00:00
505,2023-07-17 00:00:00,1,13:00:00,13:30:00
506,2023-07-18 00:00:00,1,11:00:00,11:40:00
507,2023-07-18 00:00:00,2,11:55:00,13:00:00
508,2023-07-19 00:00:00,1,11:00:00,12:30:00
509,2023-07-20 00:00:00,1,10:50:00,11:55:00
510,2023-07-21 00:00:00,1,10:00:00,10:50:00
511,2023-07-24 00:00:00,1,10:15:00,12:30:00
512,2023-07-25 00:00:00,1,12:00:00,12:55:00
513,2023-07-26 00:00:00,1,11:40:00,13:20:00
514,2023-07-27 00:00:00,1,10:00:00,10:35:00
515,2023-07-27 00:00:00,2,10:45:00,12:00:00
516,2023-07-28 00:00:00,1,11:45:00,13:00:00
517,2023-07-31 00:00:00,1,11:55:00,12:20:00
518,2023-07-31 00:00:00,2,12:40:00,13:15:00
519,2023-08-01 00:00:00,1,10:45:00,11:50:00
520,2023-08-03 00:00:00,1,11:05:00,12:00:00
521,2023-08-04 00:00:00,1,10:00:00,12:50:00
522,2023-08-07 00:00:00,1,10:00:00,12:30:00
523,2023-08-08 00:00:00,1,08:30:00,13:30:00
524,2023-08-09 00:00:00,1,10:00:00,10:40:00
525,2023-08-09 00:00:00,2,11:20:00,13:20:00
526,2023-08-10 00:00:00,1,12:00:00,12:45:00
527,2023-08-11 00:00:00,1,10:05:00,13:00:00
528,2023-08-15 00:00:00,1,11:30:00,12:00:00
529,2023-08-16 00:00:00,1,10:00:00,10:40:00
530,2023-08-16 00:00:00,2,12:20:00,13:00:00
531,2023-08-18 00:00:00,1,10:05:00,11:15:00
532,2023-08-18 00:00:00,2,12:00:00,12:40:00
533,2023-08-21 00:00:00,1,11:40:00,12:35:00
534,2023-08-21 00:00:00,2,13:15:00,13:30:00
535,2023-08-23 00:00:00,1,12:00:00,12:35:00
536,2023-08-24 00:00:00,1,10:55:00,11:30:00
537,2023-08-24 00:00:00,2,12:55:00,13:00:00
538,2023-08-25 00:00:00,1,10:55:00,11:35:00
539,2023-08-25 00:00:00,2,12:35:00,13:30:00
540,2023-08-28 00:00:00,1,11:20:00,12:45:00
541,2023-08-29 00:00:00,1,11:45:00,12:30:00
542,2023-08-31 00:00:00,1,11:45:00,13:00:00
543,2023-09-01 00:00:00,1,10:30:00,11:15:00
544,2023-09-01 00:00:00,2,12:35:00,13:20:00
545,2023-09-05 00:00:00,1,10:10:00,10:35:00
546,2023-09-06 00:00:00,1,10:00:00,13:10:00
547,2023-09-07 00:00:00,1,11:55:00,13:20:00
548,2023-09-11 00:00:00,1,11:15:00,13:30:00
549,2023-09-13 00:00:00,1,12:35:00,13:30:00
550,2023-09-14 00:00:00,1,10:55:00,11:50:00
551,2023-09-15 00:00:00,1,10:10:00,11:10:00
552,2023-09-19 00:00:00,1,11:35:00,12:30:00
553,2023-09-21 00:00:00,1,10:55:00,11:30:00
554,2023-09-21 00:00:00,2,12:05:00,12:45:00
555,2023-09-22 00:00:00,1,11:30:00,12:05:00
556,2023-09-25 00:00:00,1,11:00:00,11:45:00
557,2023-09-26 00:00:00,1,10:30:00,11:50:00
558,2023-09-29 00:00:00,1,11:00:00,12:00:00
559,2023-10-02 00:00:00,1,10:30:00,10:50:00
560,2023-10-02 00:00:00,2,11:05:00,11:25:00
561,2023-10-04 00:00:00,1,13:00:00,13:15:00
562,2023-10-05,1,11:05:00,11:50:00
563,2023-10-05,2,12:35:00,13:05:00
564,2023-10-06,1,10:35:00,11:50:00
565,2023-10-09,1,13:00:00,13:30:00
566,2023-10-10,1,10:05:00,13:15:00
567,2023-10-11,1,10:20:00,11:50:00
568,2023-10-12,1,12:50:00,13:30:00
569,2023-10-13,1,11:10:00,12:05:00
570,2023-10-13,2,12:40:00,13:15:00
571,2023-10-16,1,10:40:00,12:00:00
572,2023-10-16,2,12:50:00,13:20:00
573,2023-10-17,1,10:30:00,11:20:00
574,2023-10-18,1,11:20:00,12:15:00
575,2023-10-19,1,10:50:00,11:50:00
576,2023-10-23,1,12:50:00,13:15:00
577,2023-10-24,1,11:15:00,13:15:00
578,2023-10-27,1,09:45:00,13:05:00
579,2023-10-30,1,10:30:00,11:35:00
580,2023-10-30,2,12:20:00,13:05:00
581,2023-10-31,1,10:30:00,10:50:00
582,2023-11-01,1,10:40:00,11:20:00
